"ObjectNumber","TextType","Description"
"1997.124.44                               ","Luce Object Quote",""My children didn’t have toys to play with, so I found a piece of wood and started cutting and shaping it." Johnson Antonio, <i>AARP Magazine</i>, 1992"
"1997.124.46A-B                            ","Luce Object Quote","<p>“I am not worthy to be a santero [carver of wooden saints]. So I will carve animals.” Felipe Archuleta, quoted in Chuck and Jan Rosenak<i>, Museum of American Folk Art Encyclopedia,</i> 1990</p>"
"1997.124.46A-B                            ","Luce Center Label","<p>Felipe Archuleta began by carving animals around his home in New Mexico such as rabbits, sheep, and burros. The more exotic animals came later and were inspired by images he saw in <i>National Geographic</i> magazine. (Nancy Schraffenberger, “A Natural Talent,” <i>Guideposts,</i> March 1987) Archuleta was both pleased and dismayed by the attention he received for his carvings. Although he enjoyed having his work praised, the growing orders for animals restricted the subject matter of his carvings and kept him working constantly. (Lynette I. Rhodes, <i>American Folk Art From the Traditional to the Naïve</i>, 1978)</p>"
"1997.124.49                               ","Luce Center Label","<p>Steve Ashby created many sculptures that encouraged the viewer to take part, either by turning a lever or pulling a string. In this piece the woman’s leg can be moved up and down as if she were pushing the piano’s pedals. The magazine cutout on the top of the piano reads “Complement your favor[ite] melodies--Choose from exciting rhythm back grounds including: Latin, jazz, foxtrot, waltz, rock an[d] metronome.” This suggests that Ashby wants the viewer to imagine a favorite piece of music while looking at this piece.</p>"
"1997.124.5                                ","Luce Center Label","<p>"Prophet" William J. Blackmon was a preacher most of his life and called himself a "hitchhiking man of God." His paintings present his spiritual ideas and have a particular focus on one's struggle to reach heaven and avoid hell. <i>The Cross to Stop the Divil from Goine to Heaven</i> shows the Devil and his followers being thwarted in their attempt to climb the cross and ascend into heaven. In the image, the Devil's path is blocked by the horizontal section of the cross and by two brightly colored guardian angels, which form a barrier that the figures cannot break through. Blackmon often used words in his paintings to help reinforce the narrative. In this painting the Devil can be seen to exclaim "I will exsalt my throne above the throne of God."</p>"
"1997.124.5                                ","Luce Object Quote",""All my painting is directed toward God and the spiritual...." The artist, quoted in Chuck and Jan Rosenak, <i>Museum of American Folk Art Encyclopedia of Twentieth-century American Folk Art and Artists</i>, 1990"
"1997.124.51                               ","Luce Center Label","<p>Steve Ashby cut out his sculptures from pieces of plywood and decorated them with model airplane paints and found objects. In <i>Dancing Couple</i> he made the wide, staring eyes by painting two thumbtacks. At first glance, the couple appear to be dancing, but on closer inspection the man’s leering expression and the woman’s defensive pose suggest a more sinister relationship.</p>"
"1997.124.52                               ","Luce Center Label","<p>Saint Patrick was a Roman citizen who was kidnapped by a band of Irish raiders and sold into slavery. After he escaped with the help of an angel, he felt called to return to Ireland and spread the Gospel. The snakes symbolize the pagan beliefs that St. Patrick drove out of Ireland and into the sea. His solemn expression and confident stance evoke the saint’s determination to spread God’s word even after enduring pain and imprisonment.</p>"
"1997.124.53                               ","Luce Center Label","<p>The Spanish city of Atocha was occupied by the Moors in the fifteenth century. Many Christians were imprisoned and only children were allowed to bring food and water to the captives. One day, a child dressed as a pilgrim carried a basket of bread and a canteen of water into the prison. When he had given food and water to every man the guards were astonished to find that the basket and canteen were still full. The people of Atocha believed that Christ had heard their prayers and had come back in the form of the child to save them. Frank Brito carved this figure holding out the basket of bread to emphasize Christ’s rewards for the faithful. He used simple shapes and little embellishment to show that even the most humble of gifts can save lives.</p>"
"1997.124.54A-C                            ","Luce Center Label","<p>The primary colors and awkward carving in <i>Devil on a Root Monster</i> create a folk piece that is both fiendish and funny. Miles Carpenter would gather roots and branches from around his home in Waverly, Virginia, and carve them into fantastic monsters, allowing the natural shape of the wood to inspire his pieces as he transformed knots into faces and thin branches into legs. After carving and sanding the wood, Carpenter painted each sculpture with bright enamel paints from the hardware store.</p>"
"1997.124.54A-C                            ","Luce Object Quote",""If I had a root or a piece of wood that looked odd, I thought, well, I’ll make it look odd because maybe the people will think more of it than if it was a real natural looking piece." Carpenter, quoted in  Gregson, <i>Miles Carpenter: The Wood Carver form Waverly,</i> exhibition catalogue, 1985"
"1997.124.56A-B                            ","Luce Center Label","<p>These figures were made as a couple, intended to be displayed together. Their clothing is the only thing that distinguishes the male from female, as their features and shapes are very similar. William Dawson emphasized the eyes and teeth of his figures by exaggerating their size and painting them a bright white.</p>"
"1997.124.6                                ","Luce Center Label","<p>This painting depicts events from the Revelation of Saint John the Divine, the last book of the New Testament that recounts his vision of the Apocalypse. William Alvin Blayney was a Pentecostal minister who filled his paintings with images from the Bible, as well as supernatural creatures from his own imagination (Chuck and Jan Rosenak, <i>Museum of American Folk Art Encyclopedia,</i> 1990). He created a unique language of symbols, numbers, and phrases that evokes the Pentecostal practice of “speaking in tongues.”</p>"
"1997.124.62                               ","Luce Center Label","<p>Josephus Farmer carved many images inspired by stories from the Bible. In this painting the center image relates to Matthew 3, in which Saint John the Baptist went into Judah to preach the word of God. Farmer depicted the moment when John baptized Jesus, and painted a symbol above Jesus’s head to represent the Holy Spirit “descending like a dove, and lighting upon him” (Matthew 3:16). This story meant a lot to the artist, whose own baptism marked a turning point in his life. The image to the right, however, shows a later scene in which John was beheaded at the request of Herod’s daughter (Matthew 14:7-10). Farmer carved images based on biblical events to encourage people to ask forgiveness from God. Perhaps the story of John inspired him because the saint preached repentance even to the powerful.</p>"
"1997.124.65                               ","Luce Center Label","<p>Nicholas Herrera had many run-ins with authority while growing up in El Rito, New Mexico, and policemen often appear in his sculptures. In <i>Protect and Serve</i> the figure of Jesus is being driven away by two officers. The quote "Forgive them Lord, they know not what they do, man" suggests that the sculpture is a contemporary take on Christ's capture by Pontius Pilate's guards. From the other side, the signs say "Welcome to the Land of Enchantment," which is New Mexico's slogan, and "Gringo Hills 30 miles," which implies a wealthy, white district. Herrera makes a connection between the crucifixion of Christ and the persecution of minorities in America, particularly by the police. The title <i>Protect and Serve</i> is an ironic take on the well-known police motto, suggesting that some people need protection <i>from</i> the police. It may also refer to the painting of a saint on the underside of the car's roof, which evokes the idea of a guardian angel.</p>"
"1997.124.66                               ","Gallery Label","For artists like Greg Warmack (Mr. Imagination), collecting cast-off items and transforming them into uplifting artworks lies at the heart of their creativity. <br /><br /><p align=center>"I like to make my art out of things I've found because they're there and they're free. When I'm walking through the alleys and on the streets, my eyes are always moving like a radar, looking for anything that I might be able to use."<br />&#151;Mr. Imagination<p>Exhibition Label, Smithsonian American Art Museum, 2006"
"1997.124.68                               ","Luce Center Label","<p>S. L. Jones created large figures and heads based on the people who lived and worked around him in Pine Hill, West Virginia. The portraits have very similar features, and in these pieces the bow and the pipe are the only way to tell that one is male and the other female. He used pieces of yellow poplar, maple, and black walnut to carve his sculptures and highlighted their features with paint and pencil.</p>"
"1997.124.69                               ","Luce Center Label","<p>S. L. Jones created large figures and heads based on the people who lived and worked around him in Pine Hill, West Virginia. The portraits have very similar features, and in these pieces the bow and the pipe are the only way to tell that one is male and the other female. He used pieces of yellow poplar, maple, and black walnut to carve his sculptures and highlighted their features with paint and pencil.</p>"
"1997.124.70                               ","Luce Center Label","<p>George Lopez was influenced by <i>Los Hermanos Penitentes</i> (the Penitent Brothers), a group of Franciscans whose processions he watched go by his house every year during Holy Week. <i>San Antonio de Padua</i> is the patron of the church near Lopez’s home in Cordova, New Mexico, and <i>San Francisco</i> represents the founder of the Franciscan order. Lopez worked in the “Cordova” style to create these sculptures, showing details in different shades of wood instead of paint. Their humble clothing and peaceful expressions suggest that the artist believed true faith could be achieved through living a simple life.</p>"
"1997.124.71                               ","Luce Center Label","<p>George Lopez was influenced by <i>Los Hermanos Penitentes</i> (the Penitent Brothers), a group of Franciscans whose processions he watched go by his house every year during Holy Week. <i>San Antonio de Padua</i> is the patron of the church near Lopez’s home in Cordova, New Mexico, and <i>San Francisco</i> represents the founder of the Franciscan order. Lopez worked in the “Cordova” style to create these sculptures, showing details in different shades of wood instead of paint. Their humble clothing and peaceful expressions suggest that the artist believed true faith could be achieved through living a simple life.</p>"
"1997.124.72                               ","Luce Center Label","<p>Like many immigrants to the United States, Gregorio Marzan considered the Statue of Liberty an important symbol of freedom. He created many versions of the statue and in this piece portrayed Lady Liberty in heavy make-up and gaudy clothing. Marzan’s use of found objects, including the glue caps in the crown, relates to the Latin American tradition of creating personal shrines and totems from everyday objects.</p>"
"1997.124.73                               ","Luce Center Label","<p>The name Raphael means “God has healed” in Hebrew, and this sculpture shows the patron saint of doctors and nurses. José Mondragón depicted Raphael carrying a fish to represent the biblical story when the saint cured a man’s blindness with the creature’s gall bladder. He used simple shapes and very little detail to show that even the most humble of God’s creations can perform miracles.</p>"
"1997.124.75                               ","Luce Center Label","<p>Dennis Pioche’s Navajo figures wear traditional trade blankets. These blankets come from the wool mills in Pendleton, Oregon, that have produced blankets, shawls, and robes since the early 1900s. The figures’ solemn expressions and huddled poses suggest they are standing outside in the cold, perhaps at a trading post, waiting for some unknown event.</p>"
"1997.124.76                               ","Luce Center Label","<p>Dennis Pioche’s Navajo figures wear traditional trade blankets. These blankets come from the wool mills in Pendleton, Oregon, that have produced blankets, shawls, and robes since the early 1900s. The figures’ solemn expressions and huddled poses suggest they are standing outside in the cold, perhaps at a trading post, waiting for some unknown event. </p>"
"1997.124.77                               ","Luce Center Label","<p>Stephan W. Polaha created fanciful creatures that were often an amalgamation of different figures and concepts from his life. In <i>Winged Dog,</i> Polaha added wings to man's best friend. The blank expression and bright red mouth suggest that this spotted canine is a new whimsical breed. Polaha had pet dogs and often included images of dogs in his pieces. He was also a devout Catholic, and <i>Winged Dog</i> could have served as a memorial to a lost pet.</p>"
"1997.124.78                               ","Luce Center Label","<p>Daniel Pressley believed fervently in the civil rights movement, which he experienced in New York in the 1950s and 60s. This carving shows a singer at the wake for Martin Luther King Jr. after his assassination in 1968. The figure’s clasped hands and anguished expression evoke the passion and grief that many people felt over the tragic death of a hero to black Americans.</p>"
"1997.124.79                               ","Luce Center Label","<p>St. Martin Caballero is more popularly known as St. Martin of Tours, a soldier who, according to Catholic legend, cut his cloak so he could give half to a beggar. In this piece, Enrique Rendon showed St. Martin handing his cloak to a half-naked man. Both of the figures stare out at the viewer with Rendon’s trademark “piercing eyes.” (Laurie Beth Kalb, <i>Consuming Devotions</i>, 1992)</p>"
"1997.124.80                               ","Luce Center Label","<p>After his wife left him, Royal Robertson created countless drawings of women as prostitutes and temptresses. His fantasy world also included spaceships, futuristic cities, and superheroes. In this piece he painted an intimidating, Amazon-like figure with revealing clothes and exaggerated proportions. By placing this alluring image on an altarpiece, Robertson expressed his belief that men are too easily bewitched by women.</p>"
"1997.124.84                               ","Luce Center Label","<p>Ossie Lee "Geech" Samuels believes that the shape of the wood determines what he carves. His surreal sculptures show a wide variety of subjects, including unicorns, real and fantastical animals, family members, black heroes, and futuristic automobiles. Although he is color-blind, Samuels paints his sculptures with an array of colors and a "secret mixture" of sawdust, glitter, and glue. (Chuck and Jan Rosenak, <i>Contemporary American Folk Art: A Collector's Guide</i>, 1996, and Betty-Carol Sellen, <i>Self Taught, Outsider, and Folk Art</i>, 2000)</p>"
"1997.124.84                               ","Luce Object Quote",""There's a story to go with everything, and the stories just keep popping out." O. L. Samuels, quoted in Chuck and Jan Rosenak, <i>Contemporary American Folk Art: A Collector's Guide</i>, 1996"
"1997.124.87                               ","Luce Center Label","<p>This carving by Herbert Singleton shows a New Orleans jazz funeral, with mourners walking slowly behind the procession and musicians dancing ahead (Lynda Hartigan, <i>African American Art: Recent Acquisitions</i>, 1999/2000). Many of Singleton’s paintings depict African American life in New Orleans, emphasizing the city’s problems with drugs, shootings, and prostitution. The title of this piece is a line adapted from the 1929 song written by jazz musician Sam Theard and made famous by Louis Armstrong.</p>"
"1997.124.88                               ","Gallery Label","Singleton carved and painted this visual protest against racism in America on an old door. A black nanny cradles a white baby, a slave master holds a whip, slaves carry cotton, and a Klansman oversees a lynching. A dancing Uncle Tom in the upper right, "playing two ends against the people," is a man unafraid of his oppressor, but still the victim of injustice and hatred.<br /><br /><p align=center> "This is the way we was, take us as we are, Uncle Tom is dead."<br />&#151;Herbert Singleton<p>Exhibition Label, Smithsonian American Art Museum, 2006"
"1997.124.90                               ","Luce Center Label","<p>Horacio Valdez was one of the first contemporary <i>santeros </i>(carvers of wooden saints) to paint his figures using commercial paints. In this piece the crescent moon on the bottom of the Virgin Mary’s skirt evokes the biblical passage in which a woman appears in heaven at the end of the world, “clothed with the sun, with the moon under her feet, and a crown of twelve stars on her head” (Revelation 12:1). The feather represents an eagle wing, which was given to the woman so that she could fly away to escape the devil.</p>"
"1997.124.90                               ","Luce Object Quote","<p>“He always thought of God when he carved. He felt it brought him closer to God.” Carmen Valdez, wife of Horacio Valdez</p>"
"1997.124.93                               ","Luce Center Label","<p>Derek Webster creates his sculptures while listening to such rock-and-roll favorites as “Shake Rattle and Roll,” and “Twist and Shout,” and many of his sculptures dance and twist to an unheard beat. Webster believes the wood “speaks to him,” and he does not always know what the sculpture will look like until it is finished (“Hello Beautiful!”, Chicago Public Radio, August 2004).</p>"
"1997.124.94                               ","Luce Center Label","<p>Derek Webster creates his sculptures while listening to such rock-and-roll favorites as “Shake Rattle and Roll,” and “Twist and Shout,” and many of his sculptures dance and twist to an unheard beat. Webster believes the wood “speaks to him,” and he does not always know what the sculpture will look like until it is finished (“Hello Beautiful!”, Chicago Public Radio, August 2004). </p>"
"1997.124.96                               ","Luce Center Label","<p>Charlie Willeto carved sculptures from old boards of sun-weathered pine and exchanged them for groceries at a trading post near his home (Charles Rosenak, <i>Folk Art of the People: Navajo Works</i>, 1987). His wife, Elizabeth, helped him paint these figures to show traditional Navajo clothing and jewelry. The simple shapes and muted colors of the figures reflect the bleak environment around his home in Nageezi, New Mexico.</p>"
"1997.124.97                               ","Luce Center Label","<p>Charlie Willeto carved sculptures from old boards of sun-weathered pine and exchanged them for groceries at a trading post near his home (Charles Rosenak, <i>Folk Art of the People: Navajo Works</i>, 1987). His wife, Elizabeth, helped him paint these figures to show traditional Navajo clothing and jewelry. The simple shapes and muted colors of the figures reflect the bleak environment around his home in Nageezi, New Mexico.</p>"
"1997.124.99                               ","Luce Center Label","<p>These two Indian figures are both decorated with chicken feathers and dressed in costumes and elaborate headdresses so that they resemble kachina dolls (Chuck and Jan Rosenak, <i>The People Speak: Navajo Folk Art</i>, 1994). Kachina dolls represent sacred ancestral spirits who live among the Pueblo people for part of each year to help them with their growing and harvest seasons. Figures like these were worshiped as idols or given to children to teach them about their ancestors.</p>"
"1997.125.2                                ","Luce Center Label","<p>Jun Kaneko has created many clay sculptures that he calls "dangos," the Japanese word for dumpling. These can be up to eight feet in height and need to dry for several months before being fired in the kiln. Kaneko keeps the pieces in his studio while they age so he can decide on the color and pattern of the glaze. He is a painter as well as a ceramist and enjoys using the glazes like paint, overlapping and blending colors to create different effects. Here, the spiraling lines of black and white suggest the whorls of a fingerprint, evoking the artist's touch as he molded and painted the sculpture.</p>"
"1997.125.2                                ","Luce Object Quote","". . . Even the dango shapes, whether skinny and tall or short and fat, look similar in shape but have completely different characteristics." The artist, quoted in "Arriving in a New World, An Interview with Jun Kaneko," <i>The Studio Potter</i>, December 2000"
"1997.12A-B                                ","Luce Object Quote",""The enchantment and appeal of these structures continue[s] to deepen." Michael Mode, 1997"
"1997.12A-B                                ","Luce Center Label","<p>Michael Mode is inspired by sixteenth-century Indian Mughal architecture. This piece is named for Akbar, one of the greatest rulers of the Mughal dynasty who built many large temples, fortresses, and tombs within the empire. Mode's elevated vessels recall ornate Mughal designs, and he believes the inspirations of these ancient architects have been channeled through his work. The pattern in <i>Akbar's Accession</i> is formed from laminations of holly and purpleheart, and the squares of color stretch and curve around the vessel.</p>"
"1997.15                                   ","Luce Center Label","<p><i>Airbark Basket #4</i> is the most recent of John Garrett's works in the Museum's collection. He has woven discarded shreds of tires into a vessel form bound with lengths of industrial copper wire. When we look at all three pieces by Garrett that have been acquired by the Museum, we can tell that his weaving has grown looser and more energetic over the years. <i>Airbark Basket #4</i> suggests a whirlwind of creativity that, if only for a moment, brings a "bunch of junk" together into a beautiful work of art. For an artist who likes the idea of recycling, it's appropriate that a work like this seems just about to explode into the bits that went into creating it.</p>"
"1997.15                                   ","Luce Object Quote",""My strategy for dealing with ordinary materials is to push them to an extreme, to be excessive. And sometimes it's just <i>fun</i>!" Artist quoted in <i>American Craft</i>, April/May 2001"
"1997.16                                   ","Luce Center Label","<p><i>Topless</i> is Michael Davis’s pun on the shape and the “situation” his piece presents. The piece resembles a child’s spinning top or a seedpod fallen from a tree. As if obeying some natural command, the pod has popped its top, sending out a whimsical little probe that appears to be scouting a good place to plant a seed. The applied wooden ornaments and saturated colors distinguish Davis’s work from the “pure” traditions that have dominated the art of basketry.</p>"
"1997.17A-C                                ","Luce Center Label","<p>Brad Silberberg has made more than one hundred and sixty stamping tools. He uses an air hammer to drive these stamps and their unique designs into the hot metal. The hammered marks and blackened finishes give Silberberg’s objects an aged quality. We see this in <i>Spinning Bell, </i>which appears weathered, the black oxide finish fading away to reveal patches of shiny steel.</p>"
"1997.17A-C                                ","Luce Object Quote","<p>“The . . . soft curves and hard markings [on the metal] reflect my fascination with the irony of iron---its erotic formability when hot, its unyielding strength when cold.” Brad Silberberg, 1999</p>"
"1997.19A-B                                ","Luce Object Quote","<p>“As I see it, the painting is the three-dimensional reality and the pot is made to disappear. The reason the form is so amorphous is to just let it dissolve as the painting goes on.” Artist quoted in <i>Ceramics,</i> 2002</p>"
"1997.19A-B                                ","Luce Center Label","<p>Kurt Weiser has often struggled to get a close look at animals and insects without scaring them away, and so painted this teapot with the magnified image of one such encounter. His paintings are based on illustrations from books, pictures he has taken, and his own observations from nature. <i>Marbleized Teapot with Hand</i> differs from many of his other teapots, as he has contained his painting to a circle on the side of the pot and decorated the rest with a marbleized pattern. Weiser has said that the most difficult aspect of creating this pot was drawing a perfect circle to frame his painting.</p>"
"1997.20                                   ","Luce Center Label","<p>The broken, twisted strands of bronze in <i>Lost in Translation</i> capture the memory of the fibers and twigs that Pat Hickman used to build the original piece. The work evokes a disintegrating basket or vessel, expressing the passage of time and the transience of all living things. <i>Lost in Translation</i> is one of several works that Hickman created to convey her sense of loss after two friends and collaborators, Lillian Elliott and Joanne Segal Brandford, died within days of one another. As powerful as this piece is, the title suggests that it still was not adequate to express Hickman's grief.</p>"
"1997.20                                   ","Luce Object Quote",""When I visited Lillian the last time, she told me, 'This is as good as it gets.' Finally, for me, collaboration is about loss." Pat Hickman, 1997"
"1997.21                                   ","Luce Center Label","<p>Andrew Talcott is shown at the age of twenty-five, not long after he graduated second in his class from West Point. He was known for devising procedures and instruments for surveying. Talcott became a captain in the Army Corps of Engineers and developed many early railroad routes before leaving the Corps in 1836 to work as a civil engineer.</p>"
"1997.4                                    ","Luce Center Label","<p>Rob Barnard believes that imperfections are necessary in pottery, because they give the artist room to grow and improve. The grooved surface and uneven lip of this pot add to the originality of the piece. The artist left a portion of the decorating up to chance, allowing the ash from the kiln to color the raw clay during the firing process<b>.</b> Barnard fired this pot in an <i>anagama</i> kiln, like those used by potters in Japan from the fifth through the sixteenth centuries. The wood-fired kiln is large enough to hold as many as five hundred pieces of pottery and can reach temperatures of 2,400 degrees.</p>"
"1997.41.1                                 ","Luce Center Label","<p><i>Alexandra's Pink Slipper</i> was created during John Garrett's years in Southern California, where the glitter of Hollywood and the bright colors and shiny surfaces of surfer culture led him to make a series of tightly woven "baskets" suggesting myths and fairytales. Pink, purple, and black beads are strung on lengths of silver and black aluminum to create a form that brings to mind Liberace's costumes and Las Vegas showmanship ("Bridge V," 1998).</p>"
"1997.41.1                                 ","Luce Object Quote",""I look for interesting structures, patterns or colors. I ask myself, 'how can this be transformed? How will it look juxtaposed with . . . ?'" Artist quoted in <i>American Craft</i>, April/May 2001"
"1997.41.2                                 ","Luce Center Label","<p><i>Paper Pod</i> was created after John Garrett settled in New Mexico in 1990. The muted colors of the newsprint and architectural drawings, and the organic forms of the base and the attached pieces, are linked to Garrett's experience of the landscape around Albuquerque. He feels that the folds of brown paper and the bits of metal on twisting stems suggest the slow crumbling of adobe, the deaths of flowers in the desert, and other "metaphors for growing older" and "going through changes" ("Bridge V," 1998).</p>"
"1997.41.3                                 ","Luce Center Label","<p>Like many of John McQueen’s baskets, <i>Untitled</i> was woven around other pieces of wood used as forms. The rough-edged angularity of this piece evokes the aggressive plant from which the artist took his materials. McQueen further emphasizes this with areas of bristly and irregular plaiting.</p>"
"1997.41.4                                 ","Luce Center Label","<p>In the middle to late 1980s, John McQueen built a number of double-walled baskets such as this. Woven from white ash and osier, or red willow, <i>Untitled</i> resembles the cross section of a living organ, an image that McQueen has strengthened by weaving a network of twigs around the basket to suggest roots or veins. The creative energy of nature and of the artist is equally visible in the dense interweaving of bark and twigs.</p>"
"1997.46                                   ","Luce Center Label","<p><i>Royal Jelly</i> displays Kathy Butterly’s signature style of forming small works out of curving and intertwining forms. She has made the walls of this cup so thin that light is able to shine through the glaze, creating a soft and fleshlike surface. The title refers to the food that the queen bee eats inside the beehive. Royal jelly is also thought to provide excellent health benefits for humans, such as relieving stress and depression, improving stamina, and preventing premature aging.</p>"
"1997.47.1A-B                              ","Luce Center Label","<p>The design of these earrings reflects Florence Resnikoff’s exposure to modernist experimentation at the Metal Arts Guild in the 1950s. Relying primarily on construction and casting, the artist fashioned jewelry that resembled folded fabric. The “cross axis” creates tension in the work by presenting two opposing visual focal points, while the plique-à-jour enamel testifies to Resnikoff’s love of color.</p>"
"1997.47.3                                 ","Luce Center Label","<p>In <i>Transposed Inlays Neckpiece</i> the artist successfully combines disparate elements of color, texture, and material. The piece juxtaposes turquoise, gold, bronze, and silver and incorporates the Japanese method for creating <i>mokume gane</i>, or “wood texture metal.”</p>"
"1997.47.3                                 ","Luce Object Quote","<p>“In my work I enjoy looking backward and forward in time. I am challenged to research and to modify ancient jewelry-making techniques from the Hellenistic period, from the Etruscans, from Korea, and Japan.” Artist quoted in “‘Living Treasure’ Master Metalworker Exhibits Jewelry, Holloware and Sculpture,” 2000</p>"
"1997.49                                   ","Luce Center Label","<p>Jennifer Bartlett painted twenty four canvases marking each hour in a day at her studio. Here, strips of wall paneling and flooring represent the sixty minutes and thirty-six hundred seconds in an hour. But the artist throws in several confusing elements to destabilize this orderly and rational grid. A viewer can barely tell where the floor ends and the wall begins. Blue squares evoke windows and solid objects simultaneously. Throughout the painting, this same blue pushes out through gaps in the brown grid, as though the studio were about to disintegrate. A lurid tabloid and other seemingly unrelated objects suggest a story that we can't quite pin down. Bartlett claims that she has "an infinite capacity for work and none for reflection," and she may have intended only to record the appearance of her studio at a particular moment. The newspapers, packing material and boxes, however, suggest events "out there" intruding on the tightly controlled world of Bartlett's studio.</p>"
"1997.50A-B                                ","Luce Center Label","<p><i>Pond Dreamer</i> is part of Michael Lucero's <i>Dreamers</i> series of large sleeping heads painted to show their dreams. The artist has cut away the top of the head to allow the dreamer's thoughts to spill out onto his face. A large blue and green swirling pond resembling a fingerprint dominates the busy surface of the sculpture. Lucero's <i>Pond Dreamer</i> contrasts the apparent serenity of the sleeping face with the activity painted on the surface.</p>"
"1997.50A-B                                ","Luce Object Quote",""[The dreamers are] a private Eden that seems to have been mapped on the clay by the unfurling dream . . . To walk around one of them is to see the sights of a long trip through a wildly varied terrain." Carter Ratcliff, <i>Art in America</i>, June 1997)"
"1997.51                                   ","Luce Object Quote",""All of us suffer to some degree . . . when we compare ourselves to these idealistic, figurative portrayals . . ." Artist's statement"
"1997.51                                   ","Luce Center Label","<p><i>Famous Selection</i> is from a series titled <i>The Deceiver and the Deceived</i>, which combines one hundred and forty images of women from printed steel containers. Harriete Berman disassembled and flattened these, and, with the help of a sheet-metal brake, folded them into a fan shape symbolizing traditional ideas of domesticity and "feminine art." The difficult and dangerous work with the raw metal results in beautiful sculptures that reflect the mixed expectations of women in our culture.</p>"
"1997.52                                   ","Luce Center Label","<p>Daniel Clayman’s <i>Cascade </i>is from a series of works that imagine waterways and conduits as vehicles for a journey. The bronze controls and holds the “water,” while the opaque white glass becomes the channel. These pieces, based on seeds and pods found in nature, show a fragile glass form encased within the bronze shell. Clayman relates this dual sense of vulnerability and strength to his own role as protector of his twin children.</p>"
"1997.52                                   ","Luce Object Quote","<p>“The implied movement prompts the viewer’s eye to fill and empty space with the metaphorical volume.” Daniel Clayman, Habatat Galleries, 1999</p>"
"1997.53A-B                                ","Luce Center Label","<p>Anne Currier experiments with the look and feel of different shapes, and made the top section of this piece simply because it felt good in her hands. She crafted the sculpture from earthenware and fired it three times to create the gritty surface. The stonelike texture and simple forms conjure something much larger than this ceramic model, evoking finely chiseled architecture or the interlocking parts of a strange machine.</p>"
"1997.55A-B                                ","Luce Center Label","<p><i>The Memory of Touch</i> was created during a fellowship at Dale Chihuly's Pilchuck Glass School with the help of gaffers Bill Morris and Dante Marioni. The piece explores the five senses: an eye, nose, mouth and ear are engraved onto the scratched surface of the glass, and a cast fragment of a hand lies isolated inside the jar. The transparent glass invites the viewer to look inside the piece, connecting the images around it to the object within.</p>"
"1997.55A-B                                ","Luce Center Label","<p><i>The Memory of Touch</i> was created during a fellowship at Dale Chihuly's Pilchuck Glass School with the help of gaffers Bill Morris and Dante Marioni. The piece explores the five senses: an eye, nose, mouth and ear are engraved onto the scratched surface of the glass, and a cast fragment of a hand lies isolated inside the jar. The transparent glass invites the viewer to look inside the piece, connecting the images around it to the object within.</p>"
"1997.58                                   ","Luce Center Label","<p>Lisa Gralnick made <i>Red Circle</i>/<i>White Ground</i> to comment on the artistic process and the role of language in interpreting a work of art. The title comes from an activity she conducts with her art students, in which a series of identical works are given different titles, and therefore different meanings. As in Gralnick's teaching activity, words and labels determine how the piece is perceived and interpreted. For example, the inkwell is labeled "H2O," while the gold pen refers to language, "the ultimate tool of communication," and the blood and handwriting represent the maker/communicator. All of the pieces of the necklace were handmade by the artist.</p>"
"1997.59                                   ","Luce Center Label","<p>Hank Murta Adams was not formally trained in glass but learned through trial and error. His pieces often developed cracks while cooling, and these “flaws” became an integral part of his work. The color used in <i>Gomer </i>was not consciously chosen, but resulted from what was available at the factory when Adams obtained his glass. The artist is fascinated by the human head and uses it to express intense psychological states. Viewers are often shocked to discover <i>Gomer </i>is made from glass, as its garish color and intimidating stance contradict the fluidity and delicate nature of many blown or flameworked pieces.</p>"
"1997.59                                   ","Luce Object Quote","<p>“The slight translucency of glass gives the pieces a spirit, makes them alive, moody.” Hank Murta Adams</p>"
"1997.61A-C                                ","Luce Object Quote",""Glass can take your mind on an adventure." Eric Hilton, <i>Center Magazine</i>, 1994"
"1997.61A-C                                ","Luce Center Label","<p>Inspired by views from the Hubble Space Telescope, <i>Storm</i> aims to connect disturbances in the remote universe to more familiar weather systems on Earth. The captured air bubbles within the solid glass appear to be rising to the surface, and the soft "veils" of texture contrast with the sharp form of the exterior. Hilton immerses the glass in cold water while it is still warm to create the fissures and cracks of this ghostly landscape.</p>"
"1997.63                                   ","Luce Center Label","<p>The strong sense of design in Ed Moulthrop's monumental vessels comes from the many years he worked as an architect. He believed the beauty in the wood was merely "waiting to be uncovered," and his simple forms enhance each piece's unique features. The rounded body of <i>Hackberry Spheroid</i> was hollowed from a tiny opening and rests gently on a narrow base, the grain swirling around its floating form.</p>"
"1997.63                                   ","Luce Object Quote",""It can be said that each bowl already exists in the trunk of the tree, and one's job is simply to uncover it and somehow chip away the excess wood, much as you would chip away the surrounding stone to uncover a perfect fossil entombed in the stone." Ed Moulthrop, 1996"
